Mozart On the Stage,Janos Liebner,,"Calder & Boyars, Ltd.",,,Guide,English,,,,1972,1,1,,http://www.amazon.com/Mozart-Stage-Opera-Library-Liebner/dp/071451070X,,NY
Mozart On the Stage,"Christopher Benn, Richard Capell, Kenneth Green",,"Coward-McCain, Inc.",,,Guide,English,,,,1951,1,1,,,,NY
Mozart: A Cultural Biography,Robert W. Gutman,,"Harcourt, Inc.",,,Biography,English,,,,1999,1,1,,http://www.amazon.com/Mozart-Cultural-Biography-Robert-Gutman/dp/0156011719,http://ecx.images-amazon.com/images/I/51pv3uoIiXL.jpg,NY
Mozart: His Life and Times,"E. S. Tchernaya, Yuri Sviridov, Mark Zilberquit",,"TFH Publications, Inc.",,,Biography,English,,,,"1984, Edition Two; 1986",1,1,,,,NY
Mozart: Masters of Music,Percy M. Young,,Cornerstone Library,,,Biography,English,,,,1968; Simon & Schuster,1,1,,,,NY
Mozart: Metropolitan Opera,Philips Classics,,Complete Mozart Edition,,,Guide,English,,,,1992,1,1,,,,NY
Mozart: The Early Years,Stanley Sadie,,"W. W. Norton & Co., Inc.",,,Biography,English,,,,2006,1,1,,,,NY
Mozart's Operas,"Daniel Heartz, Thomas Bauman",,University of California Press,,,Guide,English,,,,1990,1,1,,,,NY
Music,"Shields, Valerie and Thorpe, Katie","Leck, Henry H",,2 part,,,English,,,,,1,1,,,,NY
Music Alone Shall Live,Traditional,"McRae, Shirley W.",Traditional,"Unison, Canon",Piano or A capella,Folksong,English,Germany,Music,,,1,1,,,,NY
Music and the Electronic Medium,The State University of New York State Education Department,,The State Education Department,,,Guide,English,,,,Course Instruction,1,1,,,,NY
Music and the Theater: An Introduction to Opera,Reinhard G. Pauly,,"Prentice-Hall, Inc.",,,Guide,English,,,,1970,1,1,,,,NY
Music be Praised,"Gabrieli, Giovanni","ed. Field, Robert","Edwards, Melinda",SATB,A capella,Classical,English,Italy,Music,Renaissance,"Antiphonal, moderate difficulty",1,1,,,,NY
"Music Connection, The - Book 3, Teacher Edition","Silver, Burdett, Ginn",,,,,,,,,,Book,1,0,,,,NY
Music Down in My Soul,Traditional,"Hogan, Moses",,SSA,,Gospel,English,,,,,1,1,,,,NY
Music from Inside Out,Ned Rorem,,"George Braziller, Inc.",,,Guide,English,,,,1967,1,1,,,,NY
Music in Opera,Elaine Brody,,"Prentice Hall, Inc.",,,Guide,English,,,,1970,1,1,,,,NY
Music in the Theater: Essays on Verdi and Other Composers,"Pierluigi Petrobelli, Roger Parker",,Princeton University Press,,,Guide,English,,,,1994,1,1,,,,NY
"Music K-8 Magazine, Vol. 14, No. 3 (Dream your Dreams, An Adgenture, Discovery, Abraham, Talkin' about my Friend, Leap Year, Valentine Vendor, Sol Mi La Sol Mi, Repercussion, La Boomba, Fuzzy Little Fellow, Brush your Teeth, Vocatta #1, O How Lovely is the Evening)",,,,Unison,,Book of Songs,,,,,CD available in library,1,0,,,,NY
"Music K-8 Magazine, Vol. 14, No. 3 (Dream your Dreams, An Adgenture, Discovery, Abraham, Talkin' about my Friend, Leap Year, Valentine Vendor, Sol Mi La Sol Mi, Repercussion, La Boomba, Fuzzy Little Fellow, Brush your Teeth, Vocatta #1, O How Lovely is the Evening)",,,,,,CD,,,,,,1,1,,,,NY
"Music K-8 Magazine, Vol. 15, No. 3 (The Exercise Tango, Live Well, A Child of this World, Too Smart to Start, George Washington, Down by the Riverside, Valentine Heart, Where's my Shadow, Thank You, Erie Canal, Cover Please)",,,,Unison,,Book of Songs (incomplete),,,,,CD available in library,1,1,,,,NY
"Music K-8 Magazine, Vol. 15, No. 3 (The Exercise Tango, Live Well, A Child of this World, Too Smart to Start, George Washington, Down by the Riverside, Valentine Heart, Where's my Shadow, Thank You, Erie Canal, Cover Please)",,,,,,CD,,,,,,1,1,,,,NY
"Music K-8 Magazine, Vol. 19, No. 5 (Hamsters Can't Play the Piano, It's Been a Good Year, Apollo 11, My Mom Made It Better, Oats Peas Beans and Barley Grow, When Testing, At Half-Mast, Just Call Me Ed, Aqui, Love the Summer, Fun!, Strumming and Singing, The Me Song, Flying Eagle, It's Easy To Be Kind)",,,,,,CD,,,,,,1,1,,,,NY
"Music K-8 Magazine, Vol. 19, No. 5 (Hamsters Can't Play the Piano, It's Been a Good Year, Apollo 11, My Mom Made It Better, Oats Peas Beans and Barley Grow, When Testing, At Half-Mast, Just Call Me Ed, Aqui, Love the Summer, Fun!, Strumming and Singing, The Me Song, Flying Eagle, It's Easy To Be Kind) (CD available in library)",,,,Unison,,"Magazine, Book of Songs",,,,,,1,1,,,,NY
"Music K-8 Magazine, Vol. 7, No. 5 (Ride My Bicycle, The Fiddle Quartet, My Friends in the Sea, Hey May, America, Summer's in the Air, Graduate, I Met a Bear)",Multiple Composers,,,Unison,,Book of Songs (incomplete),English,,,,CD available in library,1,1,,,,NY
"Music K-8 Magazine, Vol. 7, No. 5 (Ride My Bicycle, The Fiddle Quartet, My Friends in the Sea, Hey May, America, Summer's in the Air, Graduate, I Met a Bear)",,,,,,CD,,,,,,1,1,,,,NY
Music Mind Game Book,Michiki Yurko,,,,,Instructional Material,,,,,Music Mind Games; MMG-MB1,1,1,,,,NY
Music Quotations,Helen Exley,,"Exley Publications, Ltd.",,,Quote Compilation,English,,,,1991,1,1,,,,NY
Music Spread Thy Voice Around,"Handel, George Frideric","ed. Hermann, William","eng. Hermann, William",SATB,Piano,Classical,English,Austria,Music,Baroque,"Difficult, many divisis, each part intricate",2,2,,,,NY
Music! Words! Opera! - Hansel and Gretel,Clifford J. Brooks and Roger Ames,,,,,,,,,,Opera America,1,0,,,,NY
Music! Words! Opera! - Level 1 Binder,,,,,,,,,,,Opera America,1,0,,,,NY
"Music, You Are a Friend To Me",Jay Althouse,,Mary Kay Beall,SAB,Piano,Contemporary,English,USA,"Music, Friendship",,"Simple, beginner, pop feel, ballad tempo",20,20,,,,NY
My Eternal King,"Marshall, Jane",,17th Century Latin,SATB,Piano,Contemporary,English,USA,Religious,,"Mostly homophonic, straightforward, rhythmically simple, dynamic contrast",1,1,,,,NY
My Father's Gifts,"Leavitt, John",,"Speary, Phil",2 part,Piano,Contemporary,English,USA,Religious,,"Simple, some long phrasing, echo harmony",1,1,,,,NY
My Favorite Opera for Chilren (CD),multiple,,multiple,,,Opera Excerpts,multiple,,,,1994 Decca Record Company,1,1,CD,,,NY
My Favorite Things,"Rodgers, Richard","Huff, Mac","Hammerstein, Oscar",2 part,Piano,Musical theatre,English,USA,"Music, singing, solfege",Solfege,From The Sound of Music,17,17,,,,NY
My Flight for Heaven,"Henson, Blake R.",,Robert Herrick,SATB,A capella,Contemporary,English,USA,Power of music,,"Rehearsal piano, Complex harmonies, ebb and flow, dynamic contrast, meter changes",2,2,,,,NY
My God and King,"Broughton, Russell",,"Herbert, George",Unison,Piano,Contemporary,English,USA,Religious,,"Devotional, intense",1,1,,,,NY
My Heart Longs for Spring Time,"Praetorius, Michael","Knight, Gerald","Knight, Gerald",SATB,A capella,Classical,"English, German",Germany,Spring,Renaissance,,1,1,,,,NY
My Heart Will Go On,"Horner, James","Billingsley, Alan",,SSA,Piano,Soundtrack,English,USA,Love,Historical: sinking of the Titanic,"From ""Titanic"" the movie",63,63,Octavo,,,NY
My Heart's in the Highlands,"Schultz, Gartman Donna",,"Burns, Robert",SATB,Piano,Contemporary,English,Scotland,"Memory, nostalgia",Poetry,"Scottish poem, new melody",17,17,,,,NY
My Shepherd Will Supply My Need,,Virgil Thomson,,SATB,A capella,,English,,Religious,,,0,0,,,,NY
"My Soul Longs for You, O God","Beethover, Ludwig van","Hopson, Hal L.",Psalm 25,SAB,Piano,Classical,English,Germany,Religious,,"Somewhat melismatic, tempo changes",1,1,,,,NY
Nabucco,Giuseppe Verdi,,Temistocle Solera,,Piano,Score- PV,Italian,,,,Ricordi; Edited by Mario Parenti (1963),1,1,,,,NY
Nabucco,Giuseppe Verdi,,Temistocle Solera,,Piano,Score- PV,Italian,,,,Ricordi; Edited by Mario Parenti (1963),1,1,,,,NY
Nabucco (DVD),Giuseppe Verdi,,Temistocle Solera,,,Opera Performance,Italian,,,,2012 Teatro Regio di Parma,1,1,DVD,,,NY
Nabucco (DVD),Giuseppe Verdi,,Temistocle Solera,,,Opera,Italian,,,,"1986 Teatro alla Scala; Renato Bruson, Ghena Dimitrova, Paata Burchuladze",1,1,DVD,,,NY
"Napili Bay, 2pm","Redford, J.A.C.",,"Redford, J.A.C.",SATB with additional divisi,A capella,Contemporary,English,,Water,,"Rhythmic, interesting text",1,1,,,,NY
New Heart and New Spirit,"Jordan, Alice",,Ezekiel,"SATB, unison, 2 part",Piano,Contemporary,English,,Religious,,"Simple, mostly unison or 2 part",1,1,,,,NY
New York City Ballet: The Nutcracker,"Peter Ilyitch Tschaikovsky, George Balanchine, Paul Kolnick, Robert, Maiorano",,New York City Ballet,,,Ballet Book,English,,,,1992,1,1,,,,NY
Ngam Sang Duan,Folksong,"Sametz, Steven",Traditional,SATB,A capella,Folksong,Thai,Thailand,"Dance, celebration",Pentatonic scale,"Interesting, atypical, light, enjoyable",1,1,,,,NY
Nicky th Jazz Cat (BOOK),Carol Friedman,,,,,Children's Literature,English,,,,"2005, hardcover; PowerHouse Cultural Entertainment, INC.",1,1,,,,NY
Nicolas Slonimsky: The First Hundred Years,"Nicolas Slonimsky, Richard Kostelanetz, Joseph Darby",Schirmer Books Ltd.,,,,Biography,English,,,,1994,1,1,,,,NY
"Night at the Opera, A","Barry Hewlett-Davies, Earl of Harewood, Lucy",,"St. Martin's Press, Inc.",,,Biography,English,,,,1980,1,1,,,,NY
"Nightingale, The",Thomas Weelkes,Norman Greyson,Weelkes,SSA,Piano,Classical,English,England,"Music, nature, birds",Madrigal,"Playful, imitates birds singing",1,1,,,,NY
"Nightingale, The",Thomas Weelkes,"Leslie, Henry",,SSA,a cappella,madrigal,English,England,nightingale's song,"madrigal, harmony, interpretation","very playful, light and charming piece",1,1,,,,NY
Niska Banja,Traditional,"Page, Nick",Traditional,SSAA,Piano,Folksong,Serbian,"Serbia, Central Europe","Love, flirtation","Irregular meter, subdivision, dance","Fun, active, exciting",4,4,,,,NY
No Hiding Place,Traditional Spiritual,"Allen, Sue Fay",Traditional,TTBB,Bass,Spiritual,English,USA,Religious,,"Fun, lively, developing male voices",1,1,,,,NY
No Man Is an Island,"Carter, Andrew",,"Donne, John",SATB,A capella,Contemporary,English,England,"Battlefields throughout the world, world war II",World War II,Very challenging,1,1,,,,NY
Noel,"Besly, Maurice. Belloc, Hilaire","Brunelle, Philip",,SATB,,,English,,"Christmas, Holiday",,,1,1,,,,NY
Non Nobis Domine,"Byrd, William","Allen, Sue Fay",Traditional,SAB,A capella,Classical,Latin,England,Religious,Renaissance,"Simple, unison plus canon",1,1,,,,NY
Norma (DVD),Vincenzo Bellini,,Felice Romani,,,Opera Performance,Italian,,,,2005 Netherlands Opera,1,1,DVD,,,NY
Norma (DVD),Vincenzo Bellini,,Felice Romani,,,Opera Performance,Italian,,,,2005 Teatro Massimi Vincenzo Bellini,1,1,DVD,,,NY
Norma (DVD),Vincenzo Bellini,,Felice Romani,,,Opera Performance,Italian,,,,2001 Teatro Regio di Parma; Period Instruments,1,1,DVD,,,NY
Norma (DVD),,,Felice Romani,,,Opera Performance,Italian,,,,"1974 Teatro Regio di Torino; Caballe, Vickers",1,1,DVD,,,NY
Notre Pere (Our Father),"Durufle, Maurice",,Liturgy,SATB,Piano,Classical,French,France,Religious,,"Homophonic, slow, reverent, beginner",2,2,,,,NY
Now Let Every Tongue Adore Thee,Johann Sebastian Bach,Gladys Pitcher,,SAB,Piano,Classical,English,,Religious,Baroque,,0,0,,,,NY
Now Shall My Inward Joys Arise,"Billings, William","ed. Van Camp, Leonard","Billings, William",SATB,Piano or a capella,Classical,English,USA,Religious,,"Simple, diatonic",1,1,,,,NY
Now Thank We All Our God,"Bach, J.S.",,Liturgy,SATB (note: two different arrangements),Piano,Classical,English,Germany,Religious,Baroque,"Hymn-like, homophonic, dynamic changes, phrasing, breath support",2,2,,,,NY
Now With One Accord We Sing Our Song of Praise,"Bach, J.S.","McKelvy, James","McKelvy, James",SATB,Piano,Classical,English,Germany,Religious,Baroque,"Lively, bouncy, dotted rhythms, high soprano part",1,1,,,,NY
Noye's Fludde,Benjamin Britten,,Benjamin Britten,,Piano,Score- PV,English,,,,1958 Boosey & Hawkes; Vocal Score by Imogen Holst; German Translation by Ludwig Landgraf,1,1,,,,NY
O Be Joyful in the Lord,"Hancock, Gerre",,Psalm 100,SATB choir and youth choir,"Organ, trumpet",Contemporary,English,USA,Religious,,,1,1,,,,NY
O Be Joyful in the Lord (Jubilate Deo),Jacob Handl,"ed. Zachary, Brian",Liturgy,SATB,A capella,Classical,Latin,,Religious,Renaissance,"Moderately difficult, chromaticism, tricky intervals",3,3,,,,NY
O Bone Jesu,"Palestrina, Giovanni Pierluigi","ed. Liebergen, Patrick",Palestrina,SATB,A capella,Classical,Latin,Italy,Religious,Renaissance,"Fluid, subtle ornamentations, dynamic contrasts, uniformity in vowel, intonation, breath support",1,1,,,,NY
"O Brethren, Will You Receive",Traditional,"Aks, Harold",Traditional,SATB,A capella,Folksongs,English,,Religious,"Shakers, shaker songs","Repetitive, strophic, simple, moving lines in all voice parts",1,1,,,,NY
O Brother Man,Eric H. Thiman,,,SATB,Piano,Contemporary,English,,Religious,,,0,0,,,,NY
O Come Let Us Sing unto the Lord,"Berger, Jean",,Psalm 155,SATB,A capella,Contemporary,English,,Religious,,"Very difficult, meter changes, shifting tonalities, key changes, very long",1,1,,,,NY
O Du Frohliche Weihnachtszeit,Folk melody,,,SATB,A capella,Hymn,German,Germany,Christmas,,,2,2,,,,NY
O Dulcissima Maria,"da Vidana, Ludovico","ed. Van Camp, Leonard",da Viadana,Unison,Piano,Classical,"Latin, English",Italy,Religious,Renaissance,,4,4,,,,NY
O Eyes of My Beloved,"Di Lasso, Orlando",,"Chase, Miriam",SATB,A capella,Classical,"English, Italian",Italy,Love,Renaissance,,1,1,,,,NY
O Give Thanks,"Rogers, Wayland",,"Stern, Chiam iv Sabbath Service","Unison, 2 part",Piano,Contemporary,English,USA,"Thanks, gratitude, prayer",,"scalar, lilting melody, jovial",2,2,,,,NY
O God of Love,"Thiman, Eric H.","Baker, H.W",,SATB,,Contemporary,English,,Religious,,,0,0,,,,NY
O God of Love,"Gluck, C.W.","Thiman, Eric",,SATB,Piano,Classical,English,,Religious,,,1,1,,,,NY
"O grief, e'en on the bud","Morley, Thomas",,unknown,SSATB,lute part transcribed for guitar,Elisabethan madrigal,English,England,love,"elisabethan period, Morley, mardigal form","from a collection of ""Canzonets"" soprano line has dominance over other voices.",1,1,,,,NY
O Hear the Joyful Music,"Banchieri, Adriano","Liebergen, Patrick","Eng. Liebergen, Patrick",SSA,"Piano, flute",Classical,English,Italy,Music,Baroque,"Light, rhythmic, imitative, partially homophonic",7,7,,,,NY
"O Holy Lord, Our Sacrifice (O Salutaris)","De La Rue, Pierre","Coggin, Elwood",St. Thomas Aquinas,SATB,A capella,Classical,"English, Latin",France,Religious,Renaissance,"Lento, High Soprano tessitura, homophonic.",1,1,,,,NY
O How Amiable,R. Vaughan Williams,,,SATB,Piano,Contemporary,English,English,Religious,,,0,0,,,,NY
"O Jesus Tender Shepherd, Hear",German Folksong,"Brahms, Johannes",,SATB,A capella,Folksong,"English, German",Germany,Religious,,"Like a lullaby, allegretto, sweet, lulling, subtle dynamics",1,1,,,,NY
O Lord Our Governor,"Hancock, Gerre",,Psalm 8,SATB,Organ,Contemporary,English,USA,Religious,,"Modulates, 3/2 meter",1,1,,,,NY
"O Lord, Have Mercy Upon Me","Pergolesi, G.B","Novello, Vincent","Psalm 10, 12, 16",SATB,Piano,Classical,English,Italy,Religious,Baroque,Mostly a baritone solo,1,1,,,,NY
"O Lovely Peace (from ""Judas Maccabeus"")","Handel, George Frederick",Lee R. Kesselman,Handel,SA,piano,Classical,English,England/ Germany,Religious,"English history, Handel, Maccabee rebellion","Waltz-like feeling (6/8 tempo) in ABA form, A section can be performed by its if needed.",1,1,,,,NY
O Mistress Mine,"Baksa, Robert",,"Shakespeare, William",SATB,a cappella,madrigal,English,England,love,"dialogues between voices, legato, madrigal form",typical madrigal with love theme,1,1,,,,NY
"O My Soul, Bless God the Father","Handel, G.F.","Kirby, Lewis M,",Psalm 103,Two part,Piano,Classical,English,England/ Germany,Religious,"Handel, Classical Music, Geography","Challenging piece, but in many ways suitable for middle school students. The two part harmony lends itself well to improving students' independent singing. There are a lot of subdivisions and melismatic sections. The tempo is andante, so it makes those pa",1,1,,,,NY
O no John!,Traditional,"Halsey, Louis",,SATB,Piano for rehearsal,Traditional,English,England,Folk,"England culture, history",No. 4 (English folksong) of four folksongs from British Isles,1,1,,,,NY
O Padre Nostro,"Custer, Gerald",,Dante Alighieri,SATB,A Cappella,Religious,Italian,USA,Religious,"Meter, dynamics, difficult intervals","Setting of the Lord's Prayer from Dante's ""Purgatory""; difficult meter changes",3,3,,,,NY
O Praise the Lord of Heaven,"Rutter, John",,Psalm 148,SATB (double choir),Organ,Contemporary,English,England,Religious,"England, Rutter, Technique","Extremely difficult. Thick texture, double choir. Very involved and lengthy as well.",1,1,,,,NY
O Radiant Glory,Palestrina,"ed. Coates, Henry","Eng. Coates, Henry",SATB,a cappella,Renaissance,English,Italy,Religious,"Palestrina, Italy","Nice and light, Madrigal style. Low Alto part. Melody is simple and lilting.",1,1,,,,NY
O Rejoice Ye Christians Loudly,"Bach, J.S.","Wilhousky, Peter J.","Bach, J.S.",SATB,a cappella,Baroque,English,Germany,Religious,J.S. Bach,"This is a simple, hymn-like arrangement. The Bass part has a lot of movement, the melody is diatonic and minor.",1,1,,,,NY
O Sapo,Brazilian Folk Song,"Hatfield, Stephen",Brazilian Folksong,SSAA,a cappella,Contemporary,Portuguese,Brazil,Folksong,"Brazil, Portuguese","A wonderful selection. A fun and rhythmic piece. Great syncopation, percussion instruments, non-traditional choral music. Excellent selection for high school women's choir",12,12,,,,NY
O Savior throw the Heavens wide,"Brahms, Johannes",,"Eng. Wager, William",SATB,a cappella,Romantic,English/ German,Germany,Religious,"German, Brahms",Very diifcult. Vocally demanding. Piece starts out rhythmically slow but a built-in accelerando through use of subdivisions raises the level of difficulty.,1,1,,,,NY
O Sons and Daughters,15th Century Melody,"Parker, Alice and Shaw, Robert","Tisserand, Jean",SATB,a cappella,Renaissance,English,France,Religious,France,"Song beings unison and splits into a 6/4, four-part song. Returns to a simple melody and ends with four part song again.",1,1,,,,NY
O Sons and Daughters,15th Century French Melody,Robert Edward Smith,"Jean Tisserand, 15th cent.",SATB,"Organ (Piano), Brass, Timpani",,English,France,,,,2,2,,,,NY
O Speak to Me of Jesus' Sorrow,"Gebhard, Johann Gottfried","Kroeger, Karl","von Hayn, Luise",SATB,Piano,Classical,German/ English,Germany,Religious,"Germany, musical punctuation (fermatas, etc)","To be sung slowly with great dynamic contrast and long, legato lines. High Soprano tessitura. Homophonic.",1,1,,,,NY
"O Stay, Sweet Love","Farmer, John","Knight, Gerald",,SATB,a capella,madrigal,English,England,love,"madrigal, harmony, intonation","typical madrigal. Inner voices dialogue, playfulness",1,1,,,,NY
O Tannenbaum,Folk Melody,,"Anschuetz, Ernst",SATB,a capella,Carol/ Folkmelody,German,Germany,Religious,"Carols, Folksongs, Traditions","This is the familiar carol. Jovial and lilting, this can be sung unison, two part or four part.",2,2,,,,NY
O Taste and See,"Vaughan William, Ralph",,Psalm 334,SATB,Piano,Motet,English,England,Religious,"Meter, phrasing, head voice","Pretty melody. Nice, etheral with a rocking feeling.",2,2,,,,NY
O Vos Omnes,"Jommelli, Niccolo","ed. Hunter, Richard",Biblical - Lamentations,SATB,Keyboard Continuo,Classical,Latin/ English,Italy,Religious,"Classical Era, Chord Analysis, Solfege",This is a lenten anthem. Playful interchange between all parts is fun and interesting harmonically. Moderately difficult.,1,1,,,,NY
O Vos Omnes,"Henson, Blake R.",,Biblical - Lamentations,SSATB,Piano (for rehearsal only),Religious,Latin,,Religious,"Sustained, blended vowel sounds","Requires sustained vowels, low sop/alto range",2,2,,,,NY
O Vos Omnes (O Ye People) (SATB),"Casals, Pablo","Eng. Sterne, Kenneth","Casals, Pablo",SATB,A Cappella,Contemporary,Latin/ English,Catalonia,Religious,"Latin American Composers, Music","Rhythmically and harmonically easy, but the difficulty lies in the dynamic contrasts and the divisis.",3,3,,,,NY
O Vos Omnes (O Ye People) (TTBB),"Casals, Pablo","Eng. Sterne, Kenneth","Casals, Pablo",TTBB,A Cappella,Contemporary,Latin/ English,Catalonia,Religious,"Latin American Composers, Music","Rhythmically and harmonically easy, but the difficulty lies in the dynamic contrasts and the divisis.",1,1,,,,NY
O Vos Omnes (Ye Who Pass Me),"da Vittoria, T. Lodovico",ed. Zanon-Vene,Lamentations 1:12,SATB,a cappella,Renaissance,Latin/ English,Italy,Religious,Renaissance,"There are some intricate rhythms in this piece. Uses ties, accents, tempo changes.",1,1,,,,NY
O Whistle An' I'll Come to Ye,"Gardner, John",,"Burns, Robert",SATB,Piano,Contemporary,English,England,Love,"Partsinging, Whistling","Fun, exciting piece. Tenor and Bass are supporting the fun atmosphere by singing staccato.",1,1,,,,NY
O Wind (2-part),"Stevenson, Robert Louis","Lightfoot, Mary Lynn",,2-part,,,English,,,,,14,14,,,,NY
O Wind (SSA),"Stevenson, Robert Louis","Lightfoot, Mary Lynn",,SSA,,,English,,,,,24,24,,,,NY
"O, the Beautiful Treasure",Traditional Shaker Melody,"Aks, Harold",Traditional,SATB,a capella,Shaker Melody,English,USA,Religious,"Shaker melodies, Chord analysis","Beautiful haunting melody. Starts with the choir humming, the sopranos sing the melody until the climax when the whole choir joins in a fourpart arrangement, then ends with humming.",1,1,,,,NY
"October's Party (from ""A Midge of Gold"")",Elam Sprenkle,,George Cooper,2-Part Treble,Piano,,English,,,,,1,1,,,,NY
"Ode to Beethoven (Ode to Joy, Moonlight Sonata, Beethoven's Fifth)",Ludwig van Beethoven,Lois Brownsey and Marti Lunn Lantz,Lois Brownsey and Marti Lunn Lantz,2-part,"Piano, with optional violins or flutes",,English,,Medley,,,25,25,,,,NY
Ode to Peace,"Beethoven, Ludwig van",Jill Gallina,(adapted from Beethoven's 9th Symphony in D Minor),SA,Piano,Romantic/ Contemporary,English,Germany/ USA,Peace,"Beethoven, Peace, Diversity","Basis for this piece is the very familiar melody from the Beethoven's Ninth. The ""harmony""/countermelody, serves as a second verse, then harmony the third time through the piece.",1,1,,,,NY
Of Mice and Mozart,"Gallina, Michael and Jill",,"Gallina, Jill and Michael",2 part,Piano,Contemporary,English,USA/ Austria,Mozart/ Music,Mozart,"10 performer's parts, 2 director's scores, and 1 ""highlights."" This is a one act musical is about the life and works of W.A. Mozart. The story is narrated by mice. It is very cute and could represent one class or many classes combined.",13,13,,,,NY
"Oh, What a Day!","Tucker, Judith Cook",,"Tucker, Judith Cook",Unison,Piano,"Folksong ""Style""",English,USA,Days of Week,Days of the week,"This song would be easily learned and used as a good warm-up song. Movement would be natural to the feeling of the piece. Chorus can be repeated any number of times, improvising ""tags"", with each child (or a group) making up an activity (eg: swimming, s",1,1,,,,NY
Old Buildings,"Hierholzer, Mark","ed. Leck, Henry","Hierholzer, Mark",Unison,Piano,Contemporary,English,USA,Nostalgia,Minor Key,"Written in a minor key, sad and wistful recollections of ""old buildings"" which represent the passing of time and childhood memories. Some referrence to how nature ""takes back "" it's surroundings and how all things must pass. Melody is formed, almost enti",2,2,,,,NY
"Old Chisholm Trail, The",,Robert Nelson,,SSA,,,,,,,publisher: Mark Foster,1,1,,,,NY
"Old Hundreth Psalm Tune, The","Vaughn William, Ralph",,"Kethe, W.",SATB,Piano,20th Century,English,England,Religious,"England, Ralph Vaughan Williams","Hymn-like, starts unison then splits in to four-part. Reverant.",1,1,,,,NY
Old Irish Blessing,"Agay, Denes",,Traditional,SATB,Piano,Contemporary,English,USA,Blessing/ Goodbye,Chord building/analysis,This piece is simply structured. Homphonic,3,3,,,,NY
Old Joe Clark,John M. Feierabend,,,,,,English,,,,"CD: 2006; GIA Publications, Inc. Feierabend, Boulay, Trinka",1,1,,,,NY
Ombra Mai Fu,"Handel, George Frideric","Sieving, Robert",Handel,SSA,Piano,Opera,English,England,Beauty of Nature,"Handel, Italian, Opera -Xerses",Absolutely wonderful piece. Rather difficult line though. Breath support and head voice connection are imperative.,1,1,,,,NY
Omnes Gentes,Giovanni Gabrieli,"Winter, Paul",Liturgy,SATB x 4 choirs,a cappella,Renaissance,Latin,Italy,Religious,"Italy, antiphony","Incredibly difficult, because of 16 parts. However, you may be able to take one choir (SATB) our and use it separately.",2,2,,,,NY
On With the Show,"Althouse, Jay",,"Althouse, Jay",2 part,Piano,Contemporary,English,USA,Performing,"Echo effect, Scales, solfege",This piece uses a great echo effect and has a fun march-like feel. What a great piece this would be as an opener for a concert.,10,10,,,,NY
Once to Every Man and a Nation,"Mitchell, Tom",,"Lowell, James Russell",SATB,Piano,Contemporary,English,Unknown,Courage,Chord building analysis,"Difficult meter changes, but not too difficult to sing. Challenges intermediate students.",1,1,,,,NY
One by One,Richard Warner,,Katherine Root Warner,Unison,Organ,Anthem,English,USA,Music,For treble voices in unison,Based on German melody. Optional instrumental obbligato,1,1,,,,NY
"One by One, People Come, Sing Together","Dedrick, Chris","Coates, John","Dedrick, Chris",Two-part (harmony),Piano,Contemporary,English,USA,Peace,"Snycopation, partsinging","Melody is, somewhat, ""Pop like"" and fairly simple. Written for 2 voices, basic song can be sung in unison. Harmony is presented in 4 ways, as a partner song, as background oohs, as basic thirds, and as call an response. There can be some flexiblity as t",1,1,,,,NY
One Candle,"Beck, Andy",,"Beck, Andy and Fisher, Brian",2 part,Piano,Contemporary,English/ Latin,USA,Hope/Peace,"Harmony, Solfege, Partsinging","Sweet piece for a choir has a solo part and incoporates the Latin Dona Nobis Pacem. Not too difficult for students, but would be a nice piece for combined choirs.",10,10,,,,NY
"One Earth, One Sky","Oler, Kim",Carl Strommen,Alison Hubbard,SATB,Piano,,English,,Peace,,,1,1,,,,NY
"One for Frost, Two for Fire","Hatfield, Stephen",,,3-part,,,English,,,,,1,1,,,,NY
One Single Light (lvl. 1),"Perry, Dave and Jean",,"Perry, Dave and Jean",2-part,Piano,Contemporary,English,USA,Hope,"Harmony, Partsinging","Lovely piece, some large intervals, but good training. The melody is flowing and legato.",1,1,,,,NY
One Single Light (lvl. 3),"Perry, Dave and Jean",,"Perry, Dave and Jean",SAB,Piano,Contemporary,English,USA,Hope,"Harmony, Partsinging","Lovely piece, some large intervals, but good training. The melody is flowing and legato.",1,1,,,,NY
One Single Light (lvl. 4),"Perry, Dave and Jean",,"Perry, Dave and Jean",SATB,Piano,Contemporary,English,USA,Hope,"Harmony, Partsinging","Lovely piece, some large intervals, but good training. The melody is flowing and legato.",1,1,,,,NY
"Onward, Ye Peoples!","Sibelius, Jean","Lefebvre, Channing","Kernochan, Marshall",SATB,Piano,Romantic,English,Finland,Perserverance/ Heaven,"Harmony, Partsinging, Dynamic contrasts","Majestic and broad, this piece should be sung ""with dignity"". It requires extensive breath control, but the range is relatively limited.",3,3,,,,NY
Oolichan,,"Hatfield, Stephen",Traditional,SSA,A Cappella with drum,Traditional/Folk,Saylish (British Columbia),British Columbia,,"Folksong about a tradition of Saylish people around the harvest of small fish the ""Oolichan""","This piece offers many options for performance. Words are in form of a chant, rhythmically simple although done quite freely. Drum and voices are blended. Score gives instruction for movement and performance possibilities but could be adapted for a larg",1,1,,,,NY
Open Thou Mine Eyes,"Adrewes, Lancelot. Rutter, John","Rutter, John",,SATB,,,,,,,,2,2,,,,NY
Opera,Charles Hamm,,"Allyn & Bacon, Inc.",,,Guide/Libretto,English,,,,1966,1,1,,,,NY
